"","LOINC_NUM","COMPONENT","SYSTEM","LONG_COMMON_NAME","RELATEDNAMES2"
"13769","53251-5","Influenza-Virus B RNA","XXX","Influenza-Virus B RNA [#/Volumen] (Viruslast) in Probenmaterial mit Nukleinsäureamplifikation mit Sondendetektion",""
"13770","53254-9","Parainfluenza-Virus 3 RNA","XXX","Parainfluenza-Virus 3 RNA [#/Volumen] (Viruslast) in Probenmaterial mit Nukleinsäureamplifikation mit Sondendetektion","Human respirovirus 3"
"13771","53257-2","Mycobacterium tuberculosis DNA","XXX","Mycobacterium tuberculosis DNA [#/Volumen] in Probenmaterial mit Nukleinsäureamplifikation mit Sondendetektion",""
"13772","53259-8","Glomeruläre Basalmembran Ak","Serum","Glomeruläre Basalmembran Antikörper [Titer] in Serum mit Immunfluoreszenztest",""
"13773","53288-7","Lipidzylinder","Urin","Lipidzylinder [#/Volumen] in Urin mit computerassistierter Methode",""
"13774","53291-1","Epithelzylinder","Urin","Epithelzylinder [#/Fläche] in Urin mit computerassistierter Methode",""
"13775","53299-4","Calciumphosphat-Kristalle","Urin","Calciumphosphat-Kristalle [#/Volumen] in Urin mit computerassistierter Methode",""
"13776","53301-8","Harnsäure-Kristalle","Urin","Harnsäure-Kristalle [#/Volumen] in Urin mit computerassistierter Methode",""
"13777","53328-1","Glucose","Urin","Glucose [Masse/Volumen] in Urin mit automatisiertem Teststreifen","Glukose"
"13778","53329-9","Kristalle.amorph","Urin","Kristalle.amorph [Nachweis] in Urin mit computerassistierter Methode",""
"13779","5333-0","Röteln-Virus Ak","Serum","Röteln-Virus Antikörper [Titer] in Serum mit Latexagglutination",""
"13780","53331-5","Kristalle.amorph","Urin","Kristalle.amorph [#/Volumen] in Urin mit computerassistierter Methode",""
"13781","53339-8","11-Desoxycortisol","Blut.Tropfen","11-Desoxycortisol [Mol/Volumen] in Trockenblut",""
"13782","53346-3","Cortisol","Blut.Tropfen","Cortisol [Mol/Volumen] in Trockenblut","Kortisol"
"13783","53349-7","Thyroxin.frei","Blut.Tropfen","Thyroxin (T4) frei [Masse/Volumen] in Trockenblut","fT4"
"13784","5335-5","Röteln-Virus Ak.IgM","Serum","Röteln-Virus IgM-Antikörper [Einheiten/Volumen] in Serum mit Immunoassay",""
"13785","54492-4","Alanin-Aminotransferase","Pleuraflüssigkeit","Alanin-Aminotransferase [Enzymaktivität/Volumen] in Pleuraflüssigkeit","ALT; GPT; ALAT"
"13786","548-8","Bordetella pertussis","Rachen","Bordetella pertussis [Nachweis] im Rachen mit erregerspezifischer Kultur",""
"13787","55178-8","Calciumphosphat-Kristalle","XXX","Calciumphosphat-Kristalle [Nachweis] in Probenmaterial mit Lichtmikroskopie",""
"13788","55584-7","Trimethoprim","Serum oder Plasma","Trimethoprim [Mol/Volumen] in Serum oder Plasma",""
"13789","55590-4","Kanarienvogelfeder Ak.IgE","Serum","Kanarienvogelfeder IgE-Antikörper [Nachweis] in Serum",""
"13790","55596-1","Gänsefeder Ak.IgE","Serum","Gänsefeder IgE-Antikörper [Nachweis] in Serum",""
"13791","55607-6","Triglycerid/Cholesterol.in HDL","Serum oder Plasma","Triglycerid/Cholesterol in HDL [Molverhältnis] in Serum oder Plasma",""
"13792","55608-4","Truthahnfeder Ak.IgE","Serum","Truthahnfeder IgE-Antikörper [Nachweis] in Serum",""
"13793","55709-0","Pristinamycin","Isolat","Pristinamycin [Empfindlichkeit] mit Gradientenstreifen",""
"13794","53355-4","Trichomonas sp","Urin","Trichomonas sp [#/Volumen] in Urin mit computerassistierter Methode",""
"13795","53356-2","Fett","Urin","Fett [#/Volumen] in Urin mit computerassistierter Methode",""
"13796","53359-6","Fett","Urin","Fett [#/Fläche] in Urin mit computerassistierter Methode",""
"13797","53360-4","Erythrozytenklumpen","Urin","Erythrozytenklumpen [#/Volumen] in Urin mit computerassistierter Methode",""
"13798","5337-1","Speicheldrüse Ak","Serum","Speicheldrüsen Antikörper [Einheiten/Volumen] in Serum",""
"13799","53392-7","Prolin/Phenylalanin","Blut.Tropfen","Prolin/Phenylalanin [Molverhältnis] in Trockenblut",""
"13800","53432-1","Gamma-Glutamyl-Transferase","Dialysat","Gamma-Glutamyl-Transferase [Enzymaktivität/Volumen] in Dialysat","GGT; Gamma-GT"
"13801","5343-9","Salmonella paratyphi C H Ak","Serum","Salmonella paratyphi C H Antikörper [Nachweis] in Serum mit Latexagglutination",""
"13802","5344-7","Salmonella paratyphi C O Ak","Serum","Salmonella paratyphi C O Antikörper [Nachweis] in Serum mit Latexagglutination",""
"13803","53536-9","Masern-Virus Ak.IgG","Körperflüssigkeit","Masern-Virus IgG-Antikörper [Nachweis] in Körperflüssigkeit mit Immunoassay","Measles morbillivirus"
"13804","5355-3","Smith extrahierbarer nukleärer Ak","Serum","Smith extrahierbarer nukleärer Antikörper [Nachweis] in Serum mit Gegenstromimmunelektrophorese (CIE)","Sm-AK"
"13805","547-0","Streptococcus.beta-hämolytisch","XXX","Streptococcus.beta-hämolytisch [Nachweis] in Probenmaterial mit erregerspezifischer Kultur",""
"13806","54900-6","IgA","Peritonealflüssigkeit","IgA [Masse/Volumen] in Peritonealflüssigkeit",""
"13807","54901-4","IgG","Peritonealflüssigkeit","IgG [Masse/Volumen] in Peritonealflüssigkeit",""
"13808","54910-5","DNA-Doppelstrang Ak","Serum","DNA-Doppelstrang Antikörper [Einheiten/Volumen] in Serum mit Immunfluoreszenztest","dsDNA"
"13809","54917-0","Lysozym","Pleuraflüssigkeit","Lysozym [Masse/Volumen] in Pleuraflüssigkeit",""
"13810","55128-3","Entlassanordnung","^Patient","Entlassanordnung",""
"13811","55167-1","Mycoplasma sp Ak","Zerebrospinalflüssigkeit","Mycoplasma sp Antikörper [Nachweis] in Zerebrospinalflüssigkeit",""
"13812","55170-5","Zytoplasmatischer Ak","Serum","Zytoplasmatischer Antikörper [Titer] in Serum mit Immunfluoreszenztest",""
"13813","552-0","Brucella sp identifiziert","XXX","Brucella sp identifiziert in Probenmaterial mit erregerspezifischer Kultur",""
"13814","55398-2","Fibrinspaltprodukte D-Dimer FEU & DDU (Liste)","Thrombozytenarmes Plasma","Fibrinspaltprodukte D-Dimer FEU und DDU (Liste) - Thrombozytenarmes Plasma",""
"13815","55436-0","Myeloblasten/100 Leukozyten","Zerebrospinalflüssigkeit","Myeloblasten/100 Leukozyten in Zerebrospinalflüssigkeit mit manueller Zählung",""
"13816","537-1","Mycobacterium sp identifiziert","Peritonealflüssigkeit","Mycobacterium sp identifiziert in Peritonealflüssigkeit mit erregerspezifischer Kultur",""
"13817","53750-6","Wasserstoff/Ausatemluft^15 Minuten nach XXX Stimulation","Exhalat","Wasserstoff/Ausatemluft [Volumenfraktion] in Exhalat --15 Minuten nach XXX Stimulation",""
"13818","53813-2","Thrombozytenaggregation.Adenosindiphosphat-induziert","Blut","Thrombozytenaggregation ADP-induziert [Einheiten/Volumen] in Blut",""
"13819","53857-9","Hämoglobin F","Blut","Hämoglobin F [Masse/Volumen] in Blut",""
"13820","5388-4","Toxoplasma gondii Ak.IgG","Serum oder Plasma","Toxoplasma gondii IgG-Antikörper [Einheiten/Volumen] in Serum oder Plasma mit Immunoassay",""
"13821","53902-3","Voriconazol","Zerebrospinalflüssigkeit","Voriconazol [Masse/Volumen] in Zerebrospinalflüssigkeit",""
"13822","53924-7","Rheumafaktor","Synovialflüssigkeit","Rheumafaktor [Titer] in Synovialflüssigkeit mit Latexagglutination",""
"13823","53935-3","Clostridium tetani-Toxoid Ak.IgG","Serum oder Plasma","Clostridium tetani-Toxoid IgG-Antikörper [Einheiten/Volumen] in Serum oder Plasma mit Immunoassay",""
"13824","5394-2","Treponema pallidum Ak","Serum","Treponema pallidum Antikörper [Titer] in Serum mit Latexagglutination",""
"13825","53985-8","Nukleäres Ak-Muster.grob gesprenkelt","Serum","Grob gesprenkeltes nukleäres Antikörpermuster [Titer] in Serum mit Immunfluoreszenztest",""
"13826","55438-6","Dengue-Virus Ak.neutralisierend","Serum","Dengue-Virus-neutralisierender Antikörper [Titer] in Serum mit Neutralisationstest",""
"13827","55440-2","Cholesterol.in LDL","Serum oder Plasma","Cholesterol in LDL [Masse/Volumen] in Serum oder Plasma mit Vertical Auto Profile-Methode",""
"13828","55472-5","Cortisol^2,5 Stunden nach XXX Stimulation","Serum oder Plasma","Cortisol [Mol/Volumen] in Serum oder Plasma --2,5 Stunden nach XXX Stimulation","Kortisol"
"13829","555-3","Candida sp identifiziert","XXX","Candida sp identifiziert in Probenmaterial mit erregerspezifischer Kultur",""
"13830","55553-2","Metoprolol","Serum oder Plasma","Metoprolol [Mol/Volumen] in Serum oder Plasma",""
"13831","55601-9","Mikroskopische Beobachtung","Perikardflüssigkeit","Mikroskopische Beobachtung [Nachweis oder Identität] in Perikardflüssigkeit mit Zyto-Färbung",""
"13832","55794-2","Andere Zellen","Zerebrospinalflüssigkeit","Andere Zellen [#] in Zerebrospinalflüssigkeit mit manueller Zählung",""
"13833","55809-8","11-Desoxycortisol","Amnionflüssigkeit","11-Desoxycortisol [Masse/Volumen] in Amnionflüssigkeit",""
"13834","55841-1","Corticosteron","Urin","Corticosteron [Masse/Volumen] in 24-Stunden-Urin",""
"13835","55843-7","Corticosteron","Urin","Corticosteron [Mol/Volumen] in 24-Stunden-Urin",""
"13836","53994-0","Nukleäres Ak-Muster.zentrosomal","Serum","Zentrosomales nukleäres Antikörpermuster [Nachweis] in Serum mit Immunfluoreszenztest",""
"13837","54000-5","Nukleäres Ak-Muster.viele nukleäre Punkte","Serum","Viele nukleäre Punkte im Antikörpermuster [Titer] in Serum mit Immunfluoreszenztest",""
"13838","54007-0","Golgi-Apparat Ak","Serum","Golgi-Apparat Antikörper [Nachweis] in Serum mit Immunfluoreszenztest",""
"13839","54018-7","Lactoferrin Ak","Serum","Lactoferrin Antikörper [Nachweis] in Serum","LF"
"13840","54019-5","Lysozym Ak","Serum","Lysozym Antikörper [Nachweis] in Serum",""
"13841","54020-3","Aktin.filamentös Ak","Serum oder Plasma","Aktin.filamentös Antikörper [Nachweis] in Serum oder Plasma",""
"13842","54023-7","U1 kleine nukleäre Ribonukleoprotein-C Ak","Serum","U1 kleine nukleäre Ribonukleoprotein-C Antikörper [Nachweis] in Serum",""
"13843","54028-6","Lamin Ak","Serum","Lamin Antikörper [Titer] in Serum mit Immunfluoreszenztest",""
"13844","54030-2","Smith extrahierbarer nukleärer B Ak","Serum","Smith extrahierbarer nukleärer B Antikörper [Nachweis] in Serum","Sm-AK"
"13845","54031-0","Smith extrahierbarer nukleärer D Ak","Serum","Smith extrahierbarer nukleärer D Antikörper [Nachweis] in Serum","Sm-AK"
"13846","54070-8","Hämoglobin D/Hämoglobin.gesamt","Blut.Tropfen","Hämoglobin D/Hämoglobin.gesamt in Trockenblut",""
"13847","5574-9","Aluminium","Serum oder Plasma","Aluminium [Masse/Volumen] in Serum oder Plasma",""
"13848","5575-6","Aluminium","Erythrozyten","Aluminium [Masse/Volumen] in Erythrozyten","RBC"
"13849","5577-2","Aluminium","Urin","Aluminium [Masse/Volumen] in Urin",""
"13850","53802-5","Arbovirus Ak.IgG","Serum","Arbovirus IgG-Antikörper [Interpretation] in Serum mit Immunfluoreszenztest - Freitext",""
"13851","55507-8","Somatotropin^2 Stunden nach Dosis Glucose","Serum oder Plasma","Somatotropin [Masse/Volumen] in Serum oder Plasma --2 Stunden nach Dosis Glucose","Somatotropes Hormon; humanes Growth Hormon; STH; hGH"
"13852","55528-4","Chloralhydrat","Serum oder Plasma","Chloralhydrat [Mol/Volumen] in Serum oder Plasma",""
"13853","55555-7","Molybdän","Blut","Molybdän [Mol/Volumen] in Blut",""
"13854","55561-5","Oxprenolol","Serum oder Plasma","Oxprenolol [Mol/Volumen] in Serum oder Plasma",""
"13855","55579-7","Sotalol","Serum oder Plasma","Sotalol [Mol/Volumen] in Serum oder Plasma",""
"13856","55594-6","Entenfeder Ak.IgE","Serum","Entenfeder IgE-Antikörper [Nachweis] in Serum",""
"13857","55603-5","Mikroskopische Beobachtung","Synovialflüssigkeit","Mikroskopische Beobachtung [Nachweis oder Identität] in Synovialflüssigkeit mit Zyto-Färbung",""
"13858","5569-9","Aceton","Urin","Aceton [Nachweis] in Urin",""
"13859","5570-7","Aceton","Urin","Aceton [Masse/Volumen] in Urin",""
"13860","5573-1","Aluminium","Haar","Aluminium [Masse/Masse] in Haar",""
"13861","55772-8","Cardiolipin Ak.IgG","Serum","Cardiolipin IgG-Antikörper [Mehrfache des Median] in Serum",""
"13862","55844-5","Cortisol.frei","Urin","Cortisol frei [Masse/Zeit] in 24-Stunden-Urin mit Radioimmunoassay",""
"13863","5591-3","Benzen","Serum oder Plasma","Benzen [Nachweis] in Serum oder Plasma",""
"13864","55917-9","Beta-Glucosidase","Blut.Tropfen","Beta-Glucosidase [Enzymaktivität/Volumen] in Trockenblut",""
"13865","5592-1","Benzen","Serum oder Plasma","Benzen [Masse/Volumen] in Serum oder Plasma",""
"13866","55925-2","IgM","Serum","IgM [Masse/Volumen] in Serum mit Elektrophorese",""
"13867","55974-0","IgG","Serum","IgG [Masse/Volumen] in Serum mit Immundiffusion",""
"13868","56126-6","Kupfer","Leber","Kupfer [Masse/Masse] in Leber",""
"13869","56128-2","Chikungunya-Virus Ak.IgG","Serum oder Plasma","Chikungunya-Virus IgG-Antikörper [Titer] in Serum oder Plasma mit Immunfluoreszenztest",""
"13870","56167-0","Corticotropin Ak.IgG4","Serum","Corticotropin IgG4-Antikörper [Masse/Volumen] in Serum","Adrenocorticotropes Hormon; ACTH"
"13871","56206-6","Daucus carota Ak.IgG4","Serum","Daucus carota IgG4-Antikörper [Masse/Volumen] in Serum",""
"13872","56228-0","Gadus morhua Ak.IgG4","Serum","Gadus morhua IgG4-Antikörper [Masse/Volumen] in Serum",""
"13873","56239-7","Curry Ak.IgG4","Serum","Curry IgG4-Antikörper [Masse/Volumen] in Serum",""
"13874","56035-9","Apolipoprotein A-I/Cholesterol.in HDL","Serum oder Plasma","Apolipoprotein A-I/Cholesterol in HDL [Massenverhältnis] in Serum oder Plasma",""
"13875","56130-8","Chikungunya-Virus Ak.IgM","Serum oder Plasma","Chikungunya-Virus IgM-Antikörper [Titer] in Serum oder Plasma mit Immunfluoreszenztest",""
"13876","56143-1","Kalium/Creatinin","Urin","Kalium/Creatinin [Molverhältnis] in 24-Stunden-Urin",""
"13877","56183-7","Casuarina equisetifolia Ak.IgG4","Serum","Casuarina equisetifolia IgG4-Antikörper [Masse/Volumen] in Serum",""
"13878","56196-9","Vaccinium myrtillus Ak.IgG4","Serum","Vaccinium myrtillus IgG4-Antikörper [Masse/Volumen] in Serum",""
"13879","56207-4","Kasein Ak.IgG4","Serum","Kasein IgG4-Antikörper [Masse/Volumen] in Serum",""
"13880","56210-8","Katzenschuppen Ak.IgG4","Serum","Katzenschuppen IgG4-Antikörper [Masse/Volumen] in Serum",""
"13881","56213-2","Apium graveolens Ak.IgG4","Serum","Apium graveolens IgG4-Antikörper [Masse/Volumen] in Serum",""
"13882","55782-7","Hämoglobin","Blut","Hämoglobin [Masse/Volumen] in Blut mit Oximetrie",""
"13883","55803-1","Promyelozyten","Zerebrospinalflüssigkeit","Promyelozyten [#] in Zerebrospinalflüssigkeit mit manueller Zählung",""
"13884","55845-2","Cortisol.frei","Urin","Cortisol frei [Masse/Volumen] in 24-Stunden-Urin mit Radioimmunoassay",""
"13885","55850-2","Cobalamine","Urin","Cobalamin (Vitamin B12) [Masse/Volumen] in Urin","Vitamin B12; Zyanokobalamin"
"13886","55879-1","Homocystin","Körperflüssigkeit","Homocystin [Mol/Volumen] in Körperflüssigkeit",""
"13887","559-5","Chlamydia sp identifiziert","Urethra","Chlamydia sp identifiziert in Harnröhre mit erregerspezifischer Kultur",""
"13888","56040-9","Methämoglobin","Blut","Methämoglobin [Mol/Volumen] in Blut",""
"13889","56129-0","Chikungunya-Virus Ak.IgG","Serum oder Plasma","Chikungunya-Virus IgG-Antikörper [Nachweis] in Serum oder Plasma mit Immunfluoreszenztest",""
"13890","56151-4","Candida albicans Ak.IgA","Serum","Candida albicans IgA-Antikörper [Einheiten/Volumen] in Serum",""
"13891","56171-2","Fagus grandifolia Ak.IgG4","Serum","Fagus grandifolia IgG4-Antikörper [Masse/Volumen] in Serum",""
"13892","56184-5","Persea americana Ak.IgG4","Serum","Persea americana IgG4-Antikörper [Masse/Volumen] in Serum",""
"13893","54073-2","Hämoglobin C/Hämoglobin.gesamt","Blut.Tropfen","Hämoglobin C/Hämoglobin.gesamt in Trockenblut",""
"13894","54147-4","Autoantikörper","Serum","Autoantikörper [Interpretation] in Serum mit Immunfluoreszenztest mit Rattenleber+Magen+Niere-Substrat - Freitext",""
"13895","54154-0","Nukleäres Ak-Muster.Interzelluläre Brücken","Serum","Interzelluläre Brücken im nukleären Antikörpermuster [Nachweis] in Serum mit Immunfluoreszenztest",""
"13896","54179-7","Itraconazol","Isolat","Itraconazol [Empfindlichkeit] mit Agardiffusion",""
"13897","54238-1","LDL.oxidiert","Serum oder Plasma","LDL.oxidiert [Einheiten/Volumen] in Serum oder Plasma",""
"13898","54287-8","Guanidinoacetat","Zerebrospinalflüssigkeit","Guanidinoacetat [Mol/Volumen] in Zerebrospinalflüssigkeit",""
"13899","54326-4","Phosphoethanolamin","Blut.Tropfen","Phosphoethanolamin [Mol/Volumen] in Trockenblut",""
"13900","54358-7","Beta-Globulin/Protein.gesamt","Dialysat","Beta-Globulin/Protein.gesamt in Dialysat mit Elektrophorese",""
"13901","54366-0","Calcium.ionisiert^^angepasst an pH 7,4","Blut Nabelschnur","Calcium.ionisiert [Mol/Volumen] angepasst an pH 7,4 in Nabelschnurblut",""
"13902","54368-6","Katalase","Plasma","Katalase [Enzymaktivität/Volumen] in Plasma",""
"13903","56198-5","Bertholletia excelsa Ak.IgG4","Serum","Bertholletia excelsa IgG4-Antikörper [Masse/Volumen] in Serum",""
"13904","56202-5","Fagopyrum esculentum Ak.IgG4","Serum","Fagopyrum esculentum IgG4-Antikörper [Masse/Volumen] in Serum",""
"13905","56230-6","Phragmites communis Ak.IgG4","Serum","Phragmites communis IgG4-Antikörper [Masse/Volumen] in Serum",""
"13906","56243-9","Taraxacum vulgare Ak.IgG4","Serum","Taraxacum vulgare IgG4-Antikörper [Masse/Volumen] in Serum",""
"13907","56266-0","Blatella germanica Ak.IgG4","Serum","Blatella germanica IgG4-Antikörper [Masse/Volumen] in Serum",""
"13908","56275-1","Grüne Bohne Ak.IgG4","Serum","Grüne Bohne IgG4-Antikörper [Masse/Volumen] in Serum",""
"13909","56278-5","Pfeffer grün Ak.IgG4","Serum","Pfeffer grün IgG4-Antikörper [Masse/Volumen] in Serum",""
"13910","56304-9","Citrus limon Ak.IgG4","Serum","Citrus limon IgG4-Antikörper [Masse/Volumen] in Serum",""
"13911","56320-5","Prosopis juliflora Ak.IgG4","Serum","Prosopis juliflora IgG4-Antikörper [Masse/Volumen] in Serum",""
"13912","56324-7","Mucor racemosus Ak.IgG4","Serum","Mucor racemosus IgG4-Antikörper [Masse/Volumen] in Serum",""
"13913","5632-5","Kupfer","Urin","Kupfer [Masse/Volumen] in Urin",""
"13914","56328-8","Senf Ak.IgG4","Serum","Senf IgG4-Antikörper [Masse/Volumen] in Serum",""
"13915","56224-9","Cladosporium herbarum Ak.IgG4","Serum","Cladosporium herbarum IgG4-Antikörper [Masse/Volumen] in Serum",""
"13916","56231-4","Zea mays Ak.IgG4","Serum","Zea mays IgG4-Antikörper [Masse/Volumen] in Serum",""
"13917","56246-2","Anethum graveolens Ak.IgG4","Serum","Anethum graveolens IgG4-Antikörper [Masse/Volumen] in Serum",""
"13918","56291-8","(Blatella germanica+Dermatophagoides farinae+Dermatophagoides pteronyssinus+Hausstaub Hollister Stier) Ak.IgG4","Serum","(Blatella germanica+Dermatophagoides farinae+Dermatophagoides pteronyssinus+Hausstaub Hollister Stier) IgG4-Antikörper [Masse/Volumen] in Serum",""
"13919","5631-7","Kupfer","Serum oder Plasma","Kupfer [Masse/Volumen] in Serum oder Plasma",""
"13920","5633-3","Kupfer","Urin","Kupfer [Masse/Zeit] in 24-Stunden-Urin",""
"13921","5634-1","Cyanid","Blut","Cyanid [Masse/Volumen] in Blut",""
"13922","56360-1","Pistacia vera Ak.IgG4","Serum","Pistacia vera IgG4-Antikörper [Masse/Volumen] in Serum",""
"13923","56362-7","Papaver somniferum Ak.IgG4","Serum","Papaver somniferum IgG4-Antikörper [Masse/Volumen] in Serum",""
"13924","56397-3","Ipomoea batatas Ak.IgG4","Serum","Ipomoea batatas IgG4-Antikörper [Masse/Volumen] in Serum",""
"13925","56420-3","Fraxinus americana Ak.IgG4","Serum","Fraxinus americana IgG4-Antikörper [Masse/Volumen] in Serum",""
"13926","56281-9","Hippoglossus hippoglossus Ak.IgG4","Serum","Hippoglossus hippoglossus IgG4-Antikörper [Masse/Volumen] in Serum",""
"13927","562-9","Clostridioides difficile","Stuhl","Clostridioides difficile [Nachweis] in Stuhl mit erregerspezifischer Kultur",""
"13928","56336-1","Olea europaea-Pollen Ak.IgG4","Serum","Olea europaea-Pollen IgG4-Antikörper [Masse/Volumen] in Serum",""
"13929","56341-1","Chrysanthemum leucanthemum Ak.IgG4","Serum","Chrysanthemum leucanthemum IgG4-Antikörper [Masse/Volumen] in Serum",""
"13930","56351-0","Arachis hypogaea Ak.IgG4","Serum","Arachis hypogaea IgG4-Antikörper [Masse/Volumen] in Serum",""
"13931","56355-1","Penicillium notatum Ak.IgG4","Serum","Penicillium notatum IgG4-Antikörper [Masse/Volumen] in Serum",""
"13932","56358-5","Ananas comosus Ak.IgG4","Serum","Ananas comosus IgG4-Antikörper [Masse/Volumen] in Serum",""
"13933","56396-5","Castanea sativa Ak.IgG4","Serum","Castanea sativa IgG4-Antikörper [Masse/Volumen] in Serum",""
"13934","56401-3","Camellia sinensis Ak.IgG4","Serum","Camellia sinensis IgG4-Antikörper [Masse/Volumen] in Serum",""
"13935","5643-2","Ethanol","Serum oder Plasma","Ethanol [Masse/Volumen] in Serum oder Plasma","Äthanol"
"13936","56436-9","Zucchini Ak.IgG4","Serum","Zucchini IgG4-Antikörper [Masse/Volumen] in Serum",""
"13937","56465-8","Distichlis spicata Ak.IgG4","Serum","Distichlis spicata IgG4-Antikörper [Masse/Volumen] in Serum",""
"13938","56481-5","Immunglobulin-Leichtketten.lambda.frei","Urin","Lambda-Leichtketten.frei [Nachweis] in Urin mit Immunfixation",""
"13939","56483-1","Porphobilinogen","Stuhl","Porphobilinogen [Masse/Masse] in Stuhl",""
"13940","56490-6","Hämoglobin.gastrointestinal.unterer^2. Probenmaterial","Stuhl","Hämoglobin.gastrointestinal.unterer [Nachweis] in Stuhl mit Immunoassay --2. Probenmaterial",""
"13941","56491-4","Hämoglobin.gastrointestinal.unterer^3. Probenmaterial","Stuhl","Hämoglobin.gastrointestinal.unterer [Nachweis] in Stuhl mit Immunoassay --3. Probenmaterial",""
"13942","56494-8","Lutropin^2 Stunden nach XXX Stimulation","Serum oder Plasma","Lutropin [Einheiten/Volumen] in Serum oder Plasma --2 Stunden nach XXX Stimulation","LH; Luteinisierendes Hormon"
"13943","56513-5","Hepatitis-E-Virus Ak.IgG","Serum oder Plasma","Hepatitis-E-Virus IgG-Antikörper [Einheiten/Volumen] in Serum oder Plasma mit Immunoassay","HEV"
"13944","56536-6","Thyreoglobulin Ak","Serum oder Plasma","Thyreoglobulin Antikörper [Einheiten/Volumen] in Serum oder Plasma mit Immunoassay","hTG"
"13945","56538-2","Beta-2-Glykoprotein-1 Ak","Serum","Beta-2-Glykoprotein-1 Antikörper [Einheiten/Volumen] in Serum mit Immunoassay","ß2-Glykoprotein"
"13946","56546-5","Insulin Ak","Serum","Insulin Antikörper [Einheiten/Volumen] in Serum mit Immunoassay",""
"13947","56591-1","Dehydroepiandrosteron-Sulfat (DHEA-S)^3 Stunden nach XXX Stimulation","Serum oder Plasma","Dehydroepiandrosteron-Sulfat (DHEA-S) [Masse/Volumen] in Serum oder Plasma --3 Stunden nach XXX Stimulation",""
"13948","56628-1","Amikacin","Serum oder Plasma","Amikacin [Mol/Volumen] in Serum oder Plasma",""
"13949","56640-6","Aspartat/Creatinin","Urin","Aspartat/Creatinin [Verhältnis] in 24-Stunden-Urin","Asparaginsäure"
"13950","56652-1","Arsen/Creatinin","Urin","Arsen/Creatinin [Verhältnis] in Urin",""
"13951","56668-7","Alpha-Aminoadipat/Creatinin","Urin","Alpha-Aminoadipat/Creatinin [Verhältnis] in 24-Stunden-Urin",""
"13952","56676-0","Citrullin/Creatinin","Urin","Citrullin/Creatinin [Verhältnis] in 24-Stunden-Urin",""
"13953","56680-2","Glutamin/Creatinin","Urin","Glutamin/Creatinin [Verhältnis] in 24-Stunden-Urin",""
"13954","56686-9","Hydroxyprolin.frei/Creatinin","Urin","Hydroxyprolin frei/Creatinin [Verhältnis] in 24-Stunden-Urin",""
"13955","56693-5","SCL-70 extrahierbarer nukleärer Ak","Serum","SCL-70 extrahierbarer nukleärer Antikörper [Nachweis] in Serum mit Immunoblot","Scl-70"
"13956","56698-4","Atropin Ak.IgE","Serum","Atropin IgE-Antikörper [Einheiten/Volumen] in Serum",""
"13957","56718-0","Inselzelle 512 Ak","Serum","Inselzelle 512 Antikörper [Einheiten/Volumen] in Serum mit Immunoassay",""
"13958","56748-7","Norovirus RNA","XXX","Norovirus RNA [Nachweis] in Probenmaterial mit Nukleinsäureamplifikation mit Sondendetektion",""
"13959","56779-2","Ascorbat","Sperma","Ascorbat [Mol/Volumen] in Sperma",""
"13960","57301-4","Benzoylecgonin","Speichel","Benzoylecgonin [Masse/Volumen] in Speichel",""
"13961","57347-7","Kupfer","Dialysat","Kupfer [Masse/Volumen] in Dialysat",""
"13962","5735-6","Silber","Urin","Silber [Masse/Volumen] in Urin",""
"13963","57357-6","Lactat^10 Minuten nach XXX Stimulation","Serum oder Plasma","Lactat [Masse/Volumen] in Serum oder Plasma --10 Minuten nach XXX Stimulation","Laktat"
"13964","57358-4","Lactat^2 Stunden nach XXX Stimulation","Serum oder Plasma","Lactat [Masse/Volumen] in Serum oder Plasma --2 Stunden nach XXX Stimulation","Laktat"
"13965","573-6","Pilz identifiziert","Nagel","Pilz identifiziert in Nagel mit Kultur",""
"13966","57362-6","Lactat^30 Minuten nach XXX Stimulation","Serum oder Plasma","Lactat [Masse/Volumen] in Serum oder Plasma --30 Minuten nach XXX Stimulation","Laktat"
"13967","57365-9","Lactat^1,5 Stunden nach XXX Stimulation","Serum oder Plasma","Lactat [Masse/Volumen] in Serum oder Plasma --1,5 Stunden nach XXX Stimulation","Laktat"
"13968","57367-5","Magnesium","Urin","Magnesium [Masse/Volumen] in 12-Stunden-Urin",""
"13969","5737-2","Strychnin","Serum oder Plasma","Strychnin [Nachweis] in Serum oder Plasma",""
"13970","57372-5","Osmolalität","Urin","Osmolalität von 12-Stunden-Urin",""
"13971","56441-9","Latex Ak.IgG4","Serum","Latex IgG4-Antikörper [Masse/Volumen] in Serum",""
"13972","56456-7","Pferdeschuppen Ak.IgG4","Serum","Pferdeschuppen IgG4-Antikörper [Masse/Volumen] in Serum",""
"13973","56464-1","Salvia officinalis Ak.IgG4","Serum","Salvia officinalis IgG4-Antikörper [Masse/Volumen] in Serum",""
"13974","56466-6","Xiphias gladius Ak.IgG4","Serum","Xiphias gladius IgG4-Antikörper [Masse/Volumen] in Serum",""
"13975","5647-3","Ethylenglykol","Urin","Ethylenglykol [Masse/Volumen] in Urin",""
"13976","56477-3","Thyreoperoxidase Ak","Serum oder Plasma","Thyreoperoxidase Antikörper [Einheiten/Volumen] in Serum oder Plasma mit Immunoassay","TPO"
